,aus,ban,fin,rom,tur,rand
ril_,0.2,0.0,0.4,0.0,0.0,0.4
ril,0.0476190476190476,0.0,0.1355311355311355,0.2087912087912088,0.608058608058608,0.0
rim_,0.125,0.0,0.075,0.025,0.675,0.1
rim,0.1476510067114094,0.0268456375838926,0.1543624161073825,0.4496644295302013,0.2214765100671141,0.0
rin_,0.0397727272727272,0.0,0.1875,0.0170454545454545,0.7556818181818182,0.0
rin,0.0638686131386861,0.0182481751824817,0.1058394160583941,0.0967153284671532,0.7153284671532847,0.0
rio_,0.0,0.0517241379310344,0.0,0.9482758620689656,0.0,0.0
rio,0.0,0.0,0.1,0.9,0.0,0.0
rip_,0.0710526315789473,0.0,0.0,0.0,0.8289473684210527,0.1
rip,0.1371428571428571,0.16,0.0685714285714285,0.3885714285714285,0.0457142857142857,0.2
riq_,0.0,0.0,0.0,0.0,0.7,0.3
riq,0.0,0.0,0.0,0.0857142857142857,0.5142857142857142,0.3999999999999999
rir_,0.0,0.0,0.0,0.24,0.56,0.2
rir,0.1176470588235294,0.2823529411764706,0.0470588235294117,0.2823529411764706,0.0705882352941176,0.2
ris_,0.2612244897959184,0.0,0.1795918367346938,0.0489795918367346,0.310204081632653,0.2
ris,0.0594795539033457,0.1561338289962825,0.1672862453531598,0.2713754646840148,0.345724907063197,0.0
rit_,0.1076923076923076,0.0,0.2153846153846153,0.323076923076923,0.0538461538461538,0.3
rit,0.151639344262295,0.040983606557377,0.25,0.5204918032786885,0.0368852459016393,0.0
riu_,0.0,0.0,0.0,0.7,0.0,0.3
riu,0.1945945945945946,0.0,0.2162162162162162,0.3891891891891892,0.0,0.2
riv_,0.0,0.0,0.1999999999999999,0.0,0.0,0.8
riv,0.0,0.0,0.1052631578947368,0.8421052631578947,0.0526315789473684,0.0
riw_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
riw,0.14,0.76,0.0,0.0,0.0,0.1
rix_,0.0,0.0,0.0,0.0,0.0,3.0
rix,0.0,0.0,0.0,0.0,0.0,3.0
riy_,0.0,0.0,0.0,0.0,0.3,0.7
riy,0.0465116279069767,0.0,0.0,0.0,0.9534883720930232,0.0
riz_,0.0,0.0,0.0,0.2222222222222222,0.2777777777777778,0.5
riz,0.0,0.032,0.0,0.576,0.192,0.2
riŋ_,0.9,0.0,0.0,0.0,0.0,0.1
riŋ,0.55,0.05,0.2,0.025,0.075,0.1
rja_,0.1647058823529411,0.0,0.5352941176470588,0.0,0.0,0.3
rja,0.2385321100917431,0.0,0.7614678899082569,0.0,0.0,0.0
rjb_,0.0,0.0,0.0,0.0,0.0,3.0
rjb,0.0,0.0,0.0,0.0,0.0,3.0
rjc_,0.0,0.0,0.0,0.0,0.0,3.0
rjc,0.0,0.0,0.0,0.0,0.0,3.0
rjd_,0.0,0.0,0.0,0.0,0.0,3.0
rjd,0.0,0.0,0.0,0.0,0.0,3.0
rje_,0.0,0.0,0.4,0.0,0.0,0.5999999999999999
rje,0.1909090909090909,0.0,0.6545454545454545,0.0545454545454545,0.0,0.1
rjf_,0.0,0.0,0.0,0.0,0.0,3.0
rjf,0.0,0.0,0.0,0.0,0.0,3.0
rjg_,0.0,0.0,0.0,0.0,0.0,3.0
rjg,0.0,0.0,0.0,0.0,0.0,3.0
rjh_,0.0,0.0,0.0,0.0,0.0,3.0
rjh,0.0,0.0,0.0,0.0,0.0,3.0
rji_,0.0,0.0,0.0,0.0,0.0,3.0
rji,0.1999999999999999,0.0,0.0,0.0,0.0,0.8
rjj_,0.0,0.0,0.0,0.0,0.0,3.0
rjj,0.0,0.0,0.0,0.0,0.0,3.0
rjk_,0.0,0.0,0.0,0.0,0.0,3.0
rjk,0.0,0.0,0.0,0.0,0.0,3.0
rjl_,0.0,0.0,0.0,0.0,0.0,3.0
rjl,0.0,0.0,0.0,0.0,0.0,3.0
rjm_,0.0,0.0,0.0,0.0,0.0,3.0
rjm,0.0,0.0,0.0,0.0,0.0,3.0
rjn_,0.0,0.0,0.0,0.0,0.0,3.0
rjn,0.0,0.0,0.0,0.0,0.0,3.0
rjo_,0.3,0.0,0.1,0.0,0.0,0.5999999999999999
rjo,0.0,0.0,0.9,0.0,0.0,0.1
rjp_,0.0,0.0,0.0,0.0,0.0,3.0
rjp,0.0,0.0,0.0,0.0,0.0,3.0
rjq_,0.0,0.0,0.0,0.0,0.0,3.0
rjq,0.0,0.0,0.0,0.0,0.0,3.0
rjr_,0.0,0.0,0.0,0.0,0.0,3.0
rjr,0.0,0.0,0.0,0.0,0.0,3.0
rjs_,0.0,0.0,0.0,0.0,0.0,3.0
rjs,0.0,0.0,0.0,0.0,0.0,3.0
rjt_,0.0,0.0,0.0,0.0,0.0,3.0
rjt,0.0,0.0,0.0,0.0,0.0,3.0
rju_,0.0,0.0,0.4,0.0,0.0,0.5999999999999999
rju,0.28,0.0,0.42,0.0,0.0,0.3
rjv_,0.0,0.0,0.0,0.0,0.0,3.0
rjv,0.0,0.0,0.0,0.0,0.0,3.0
rjw_,0.0,0.0,0.0,0.0,0.0,3.0
rjw,0.0,0.0,0.0,0.0,0.0,3.0
rjx_,0.0,0.0,0.0,0.0,0.0,3.0
rjx,0.0,0.0,0.0,0.0,0.0,3.0
rjy_,0.0,0.0,0.0,0.0,0.0,3.0
rjy,0.0,0.0,0.0,0.0,0.0,3.0
rjz_,0.0,0.0,0.0,0.0,0.0,3.0
rjz,0.0,0.0,0.0,0.0,0.0,3.0
rjŋ_,0.0,0.0,0.0,0.0,0.0,3.0
rjŋ,0.0,0.0,0.0,0.0,0.0,3.0
rka_,0.2857142857142857,0.0,0.0714285714285714,0.0,0.1428571428571428,0.5
rka,0.6862745098039216,0.0,0.088235294117647,0.0,0.2254901960784313,0.0
rkb_,0.0,0.0,0.0,0.0,0.0,3.0
rkb,0.0,0.0,0.0,0.0,0.0,3.0
rkc_,0.0,0.0,0.0,0.0,0.0,3.0
rkc,0.0,0.0,0.0,0.0,0.0,3.0
rkd_,0.0,0.0,0.0,0.0,0.0,3.0
rkd,0.0,0.0,0.0,0.0,0.0,3.0
rke_,0.0,0.0,0.0,0.0,0.0,3.0
rke,0.205607476635514,0.0,0.2710280373831775,0.0,0.5233644859813084,0.0
rkf_,0.0,0.0,0.0,0.0,0.0,3.0
rkf,0.0,0.0,0.0,0.0,0.0,3.0
rkg_,0.0,0.0,0.0,0.0,0.0,3.0
rkg,0.0,0.0,0.0,0.0,0.0,3.0
rkh_,0.0,0.0,0.0,0.0,0.0,3.0
rkh,0.0,0.0,0.0,0.0,0.0,3.0
rki_,0.125,0.0,0.25,0.0,0.125,0.5
rki,0.2127659574468085,0.0,0.4680851063829787,0.0,0.3191489361702128,0.0
rkj_,0.0,0.0,0.0,0.0,0.0,3.0
rkj,0.0,0.0,0.0,0.0,0.0,3.0
rkk_,0.0,0.0,0.0,0.0,0.0,3.0
rkk,0.0,0.0,0.9,0.0,0.0,0.1
rkl_,0.0,0.0,0.0,0.0,0.0,3.0
rkl,0.0,0.0,0.0,0.0,0.0,3.0
rkm_,0.0,0.0,0.0,0.0,0.0,3.0
rkm,0.0,0.0,0.0,0.0,0.0,3.0
rkn_,0.0,0.0,0.0,0.0,0.0,3.0
rkn,0.0,0.0,0.0,0.0,0.0,3.0
rko_,0.5,0.0,0.0,0.0,0.0,0.5
rko,0.093103448275862,0.0,0.7448275862068966,0.0,0.0620689655172413,0.1
rkp_,0.0,0.0,0.0,0.0,0.0,3.0
rkp,0.0,0.0,0.0,0.0,0.0,3.0
rkq_,0.0,0.0,0.0,0.0,0.0,3.0
rkq,0.0,0.0,0.0,0.0,0.0,3.0
rkr_,0.0,0.0,0.0,0.0,0.0,3.0
rkr,0.0,0.0,0.0,0.0,0.0,3.0
rks_,0.0,0.0,0.0,0.0,0.0,3.0
rks,0.0,0.0,0.4,0.0,0.0,0.5999999999999999
rkt_,0.0,0.0,0.0,0.0,0.0,3.0
rkt,0.0,0.0,0.0,0.0,0.0,3.0
rku_,0.0,0.0,0.2666666666666667,0.0,0.1333333333333333,0.6
rku,0.4923076923076923,0.0,0.0615384615384615,0.0,0.2461538461538461,0.2
rkv_,0.0,0.0,0.0,0.0,0.0,3.0
rkv,0.0,0.0,0.1999999999999999,0.0,0.0,0.8
rkw_,0.0,0.0,0.0,0.0,0.0,3.0
rkw,0.0,0.0,0.0,0.0,0.0,3.0
rkx_,0.0,0.0,0.0,0.0,0.0,3.0
rkx,0.0,0.0,0.0,0.0,0.0,3.0
rky_,0.0,0.0,0.0,0.0,0.0,3.0
rky,0.0,0.0,0.0,0.0,0.0,3.0
rkz_,0.0,0.0,0.0,0.0,0.0,3.0
rkz,0.0,0.0,0.0,0.0,0.0,3.0
rkŋ_,0.0,0.0,0.0,0.0,0.0,3.0
rkŋ,0.0,0.0,0.0,0.0,0.0,3.0
rla_,0.0,0.0,0.0,0.0636363636363636,0.6363636363636364,0.3
rla,0.2,0.0,0.1,0.1071428571428571,0.5928571428571429,0.0
rlb_,0.0,0.0,0.0,0.0,0.0,3.0
rlb,0.0,0.0,0.0,0.0,0.0,3.0
rlc_,0.0,0.0,0.0,0.0,0.0,3.0
rlc,0.0,0.0,0.0,0.0,0.0,3.0
rld_,0.0,0.0,0.0,0.0,0.0,3.0
rld,0.0,0.0,0.0,0.0,0.0,3.0
rle_,0.0,0.0,0.08,0.08,0.24,0.6
rle,0.0571428571428571,0.0,0.0,0.0,0.9428571428571428,0.0
rlf_,0.0,0.0,0.0,0.0,0.0,3.0
rlf,0.0,0.0,0.0,0.0,0.0,3.0
rlg_,0.0,0.0,0.0,0.0,0.0,3.0
rlg,0.0,0.0,0.0,0.0,0.0,3.0
rlh_,0.0,0.0,0.0,0.0,0.0,3.0
rlh,0.0,0.0,0.0,0.0,0.0,3.0
rli_,0.0,0.0,0.0843749999999999,0.0281249999999999,0.7875,0.1
rli,0.09375,0.0,0.0520833333333333,0.0104166666666666,0.84375,0.0
rlj_,0.0,0.0,0.0,0.0,0.0,3.0
rlj,0.0,0.0,0.0,0.0,0.0,3.0
rlk_,0.0,0.0,0.0,0.0,0.0,3.0
rlk,0.0,0.0,0.0,0.0,0.0,3.0
rll_,0.0,0.0,0.0,0.0,0.0,3.0
rll,0.0,0.0,0.0,0.0,0.0,3.0
rlm_,0.0,0.0,0.0,0.0,0.0,3.0
rlm,0.0,0.0,0.0,0.0,0.0,3.0
rln_,0.0,0.0,0.0,0.0,0.0,3.0
rln,0.0,0.0,0.0,0.0,0.0,3.0
rlo_,0.0,0.0,0.1,0.3,0.0,0.5999999999999999
rlo,0.1999999999999999,0.0,0.0,0.0,0.0,0.8
rlp_,0.0,0.0,0.0,0.0,0.0,3.0
rlp,0.0,0.0,0.0,0.0,0.0,3.0
rlq_,0.0,0.0,0.0,0.0,0.0,3.0
rlq,0.0,0.0,0.0,0.0,0.0,3.0
rlr_,0.0,0.0,0.0,0.0,0.0,3.0
rlr,0.0,0.0,0.0,0.0,0.0,3.0
rls_,0.0,0.0,0.0,0.0,0.0,3.0
rls,0.0,0.0,0.1999999999999999,0.0,0.0,0.8
rlt_,0.0,0.0,0.0,0.0,0.0,3.0
rlt,0.0,0.0,0.0,0.0,0.0,3.0
rlu_,0.15,0.0,0.0,0.0,0.4499999999999999,0.4
rlu,0.4148148148148148,0.0,0.0,0.0,0.3851851851851852,0.2
rlv_,0.0,0.0,0.0,0.0,0.0,3.0
rlv,0.0,0.0,0.0,0.0,0.0,3.0
rlw_,0.0,0.0,0.0,0.0,0.0,3.0
rlw,0.0,0.0,0.0,0.0,0.0,3.0
rlx_,0.0,0.0,0.0,0.0,0.0,3.0
rlx,0.0,0.0,0.0,0.0,0.0,3.0
rly_,0.0,0.0,0.0,0.0,0.0,3.0
rly,0.0,0.0,0.0,0.0,0.0,3.0
rlz_,0.0,0.0,0.0,0.0,0.0,3.0
rlz,0.0,0.0,0.0,0.0,0.0,3.0
rlŋ_,0.0,0.0,0.0,0.0,0.0,3.0
rlŋ,0.0,0.0,0.0,0.0,0.0,3.0
rma_,0.18,0.0,0.08,0.24,0.3,0.2
rma,0.1524663677130044,0.0,0.1031390134529148,0.4753363228699551,0.2690582959641255,0.0
rmb_,0.0,0.0,0.0,0.0,0.0,3.0
rmb,0.0,0.0,0.0,0.0,0.0,3.0
rmc_,0.0,0.0,0.0,0.0,0.0,3.0
rmc,0.0,0.0,0.0,0.0,0.0,3.0
rmd_,0.0,0.0,0.0,0.0,0.0,3.0
rmd,0.0,0.0,0.0,0.0,0.0,3.0
rme_,0.0,0.0,0.0466666666666666,0.1399999999999999,0.5133333333333333,0.3
rme,0.0224719101123595,0.0,0.1573033707865168,0.2921348314606741,0.5280898876404494,0.0
rmf_,0.0,0.0,0.0,0.0,0.0,3.0
rmf,0.0,0.0,0.0,0.0,0.0,3.0
rmg_,0.0,0.0,0.0,0.0,0.0,3.0
rmg,0.0,0.0,0.0,0.0,0.0,3.0
rmh_,0.0,0.0,0.0,0.0,0.0,3.0
rmh,0.0,0.0,0.0,0.0,0.0,3.0
rmi_,0.0,0.0,0.24,0.0,0.16,0.6
rmi,0.0633802816901408,0.0,0.1014084507042253,0.3676056338028169,0.3676056338028169,0.1
rmj_,0.0,0.0,0.0,0.0,0.0,3.0
rmj,0.0,0.0,0.0,0.0,0.0,3.0
rmk_,0.0,0.0,0.0,0.0,0.0,3.0
rmk,0.0,0.0,0.0,0.0,0.0,3.0
rml_,0.0,0.0,0.0,0.0,0.0,3.0
rml,0.0,0.0,0.0,0.0,0.0,3.0
rmm_,0.0,0.0,0.0,0.0,0.0,3.0
rmm,0.0,0.0,0.0,0.0,0.0,3.0
rmn_,0.0,0.0,0.0,0.0,0.0,3.0
rmn,0.0,0.0,0.0,0.0,0.0,3.0
rmo_,0.1111111111111111,0.0,0.1111111111111111,0.2777777777777778,0.0,0.5
rmo,0.4,0.0,0.0,0.1,0.0,0.5
rmp_,0.0,0.0,0.0,0.0,0.0,3.0
rmp,0.0,0.0,0.0,0.0,0.0,3.0
rmq_,0.0,0.0,0.0,0.0,0.0,3.0
rmq,0.0,0.0,0.0,0.0,0.0,3.0
rmr_,0.0,0.0,0.0,0.0,0.0,3.0
rmr,0.0,0.0,0.0,0.0,0.0,3.0
rms_,0.0,0.0,0.0,0.0,0.0,3.0
rms,0.0,0.0,0.1999999999999999,0.0,0.0,0.8
rmt_,0.0,0.0,0.0,0.0,0.0,3.0
rmt,0.0,0.0,0.0,0.0,0.0,3.0
rmu_,0.0,0.0,0.0,0.0,0.0,3.0
rmu,0.4444444444444444,0.0,0.0,0.0592592592592592,0.2962962962962963,0.2
rmv_,0.0,0.0,0.0,0.0,0.0,3.0
rmv,0.0,0.0,0.0,0.0,0.0,3.0
rmw_,0.0,0.0,0.0,0.0,0.0,3.0
rmw,0.0,0.0,0.0,0.0,0.0,3.0
rmx_,0.0,0.0,0.0,0.0,0.0,3.0
rmx,0.0,0.0,0.0,0.0,0.0,3.0
rmy_,0.0,0.0,0.0,0.0,0.0,3.0
rmy,0.0,0.0,0.0,0.0,0.0,3.0
rmz_,0.0,0.0,0.0,0.0,0.0,3.0
rmz,0.0,0.0,0.0,0.0,0.0,3.0
rmŋ_,0.0,0.0,0.0,0.0,0.0,3.0
rmŋ,0.0,0.0,0.0,0.0,0.0,3.0
rna_,0.3062499999999999,0.0,0.04375,0.3062499999999999,0.04375,0.3
rna,0.1577319587628866,0.0,0.1020618556701031,0.3711340206185567,0.2690721649484536,0.1
rnb_,0.0,0.0,0.0,0.0,0.0,3.0
rnb,0.0,0.0,0.0,0.0,0.0,3.0
rnc_,0.0,0.0,0.0,0.0,0.0,3.0
rnc,0.0,0.0,0.0,0.0,0.0,3.0
rnd_,0.0,0.0,0.0,0.0,0.0,3.0
rnd,0.0,0.0,0.0,0.0,0.0,3.0
rne_,0.08,0.04,0.12,0.12,0.04,0.6
rne,0.0705882352941176,0.0235294117647058,0.1647058823529411,0.2117647058823529,0.3294117647058823,0.2
rnf_,0.0,0.0,0.0,0.0,0.0,3.0
rnf,0.0,0.0,0.0,0.0,0.0,3.0
rng_,0.0,0.0,0.0,0.0,0.0,3.0
rng,0.0,0.0,0.0,0.0,0.0,3.0
rnh_,0.0,0.0,0.0,0.0,0.0,3.0
rnh,0.0,0.0,0.0,0.0,0.0,3.0
rni_,0.08,0.0,0.12,0.12,0.08,0.6
rni,0.1689655172413793,0.0,0.096551724137931,0.289655172413793,0.1448275862068965,0.3
rnj_,0.0,0.0,0.0,0.0,0.0,3.0
rnj,0.0,0.0,0.0,0.0,0.0,3.0
rnk_,0.0,0.0,0.0,0.0,0.0,3.0
rnk,0.0,0.0,0.0,0.0,0.0,3.0
rnl_,0.0,0.0,0.0,0.0,0.0,3.0
rnl,0.0,0.0,0.0,0.0,0.0,3.0
rnm_,0.0,0.0,0.0,0.0,0.0,3.0
rnm,0.0,0.0,0.0,0.0,0.0,3.0
rnn_,0.0,0.0,0.0,0.0,0.0,3.0
rnn,0.0,0.0,0.0,0.0,0.0,3.0
rno_,0.1647058823529411,0.0,0.0,0.5352941176470588,0.0,0.3
rno,0.06,0.0,0.06,0.42,0.06,0.3999999999999999
rnp_,0.0,0.0,0.0,0.0,0.0,3.0
rnp,0.0,0.0,0.0,0.0,0.0,3.0
rnq_,0.0,0.0,0.0,0.0,0.0,3.0
rnq,0.0,0.0,0.0,0.0,0.0,3.0
rnr_,0.0,0.0,0.0,0.0,0.0,3.0
rnr,0.0,0.0,0.0,0.0,0.0,3.0
rns_,0.0,0.0,0.0,0.0,0.0,3.0
rns,0.0,0.0,0.0,0.0,0.0,3.0
rnt_,0.0,0.0,0.0,0.0,0.0,3.0
rnt,0.0,0.0,0.0,0.0,0.0,3.0
rnu_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
rnu,0.1058823529411764,0.0,0.1411764705882353,0.1411764705882353,0.2117647058823529,0.4000000000000001
rnv_,0.0,0.0,0.0,0.0,0.0,3.0
rnv,0.0,0.0,0.0,0.0,0.0,3.0
rnw_,0.0,0.0,0.0,0.0,0.0,3.0
rnw,0.0,0.0,0.0,0.0,0.0,3.0
rnx_,0.0,0.0,0.0,0.0,0.0,3.0
rnx,0.0,0.0,0.0,0.0,0.0,3.0
rny_,0.0,0.0,0.0,0.0,0.0,3.0
rny,0.0,0.0,0.0,0.0,0.0,3.0
rnz_,0.0,0.0,0.0,0.0,0.0,3.0
rnz,0.0,0.0,0.0,0.0,0.0,3.0
rnŋ_,0.0,0.0,0.0,0.0,0.0,3.0
rnŋ,0.0,0.0,0.0,0.0,0.0,3.0
roa_,0.0,0.0,0.4,0.0,0.0,0.5999999999999999
roa,0.0545454545454545,0.0,0.1636363636363636,0.3818181818181818,0.0,0.3999999999999999
rob_,0.0,0.0,0.0,0.0,0.0,3.0
rob,0.0347826086956521,0.0695652173913043,0.0,0.6956521739130435,0.0,0.2
roc_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
roc,0.0,0.0,0.0,1.0,0.0,0.0
rod_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
rod,0.0151515151515151,0.1212121212121212,0.0303030303030303,0.8181818181818182,0.0151515151515151,0.0
roe_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
roe,0.0,0.0,0.0,0.3,0.0,0.7
rof_,0.0,0.0,0.0,0.0,0.0,3.0
rof,0.0,0.09,0.0,0.8099999999999999,0.0,0.0999999999999999
rog_,0.0999999999999999,0.0,0.0,0.0999999999999999,0.0,0.8
rog,0.1,0.0333333333333333,0.0333333333333333,0.6333333333333333,0.0,0.2
roh_,0.0999999999999999,0.0,0.0,0.0999999999999999,0.0,0.8
roh,0.1333333333333333,0.1333333333333333,0.2666666666666666,0.0666666666666666,0.0,0.4
roi_,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0,0.8
roi,0.0,0.1647058823529411,0.1235294117647058,0.411764705882353,0.0,0.3
roj_,0.0,0.0,0.0,0.0,0.0,3.0
roj,0.0,0.0,0.0999999999999999,0.0999999999999999,0.0,0.8
rok_,0.3,0.0,0.0,0.0,0.0,0.7
rok,0.1826086956521739,0.1826086956521739,0.208695652173913,0.0,0.0260869565217391,0.4
rol_,0.2,0.0,0.0,0.1333333333333333,0.0666666666666666,0.6
rol,0.1235294117647058,0.0176470588235294,0.088235294117647,0.4411764705882353,0.2294117647058823,0.1
rom_,0.2,0.0,0.0,0.1,0.0,0.7
rom,0.0915254237288135,0.1067796610169491,0.0762711864406779,0.5033898305084745,0.1220338983050847,0.0999999999999999
ron_,0.0476190476190476,0.0,0.0833333333333333,0.8571428571428571,0.0119047619047619,0.0
ron,0.1265822784810126,0.0759493670886076,0.050632911392405,0.6708860759493671,0.0759493670886076,0.0
roo_,0.0,0.1,0.3,0.0,0.0,0.5999999999999999
roo,0.0,0.0,0.9,0.0,0.0,0.1
rop_,0.0,0.0,0.0,0.0,0.0,3.0
rop,0.0259740259740259,0.0259740259740259,0.0,0.8571428571428571,0.0909090909090909,0.0
roq_,0.0,0.0,0.0,0.0,0.0,3.0
roq,0.0,0.0,0.0,0.4,0.0,0.6
ror_,0.24,0.0,0.0,0.16,0.0,0.6
ror,0.08,0.2,0.04,0.24,0.04,0.4
ros_,0.045,0.0,0.0225,0.81,0.0225,0.1
ros,0.0571428571428571,0.0380952380952381,0.1904761904761904,0.3809523809523809,0.1333333333333333,0.2
rot_,0.15,0.0,0.15,0.0,0.0,0.7
rot,0.0957446808510638,0.076595744680851,0.1340425531914893,0.5936170212765958,0.0,0.1
rou_,0.0,0.0,0.0,0.0,0.0,3.0
rou,0.0,0.0,0.1999999999999999,0.0,0.0,0.8
rov_,0.0,0.0,0.0,0.0,0.0,3.0
rov,0.0,0.0,0.0425531914893617,0.9361702127659576,0.0212765957446808,0.0
row_,0.0,0.0,0.0,0.0,0.0,3.0
row,0.3,0.0,0.0,0.0,0.0,0.7
rox_,0.0,0.0,0.0,0.0,0.0,3.0
rox,0.0,0.0,0.0,0.5,0.0,0.5
roy_,0.0,0.0,0.0,0.0,0.0,3.0
roy,0.0833333333333333,0.0,0.0,0.3333333333333333,0.0833333333333333,0.5
roz_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
roz,0.0,0.0,0.0,0.4,0.0,0.6
roŋ_,0.8,0.0,0.0,0.0,0.0,0.2
roŋ,0.15,0.075,0.075,0.0,0.0,0.7
rpa_,0.0,0.0,0.0,0.0,0.0,3.0
rpa,0.4521739130434782,0.0,0.0695652173913043,0.0695652173913043,0.208695652173913,0.2
rpb_,0.0,0.0,0.0,0.0,0.0,3.0
rpb,0.0,0.0,0.0,0.0,0.0,3.0
rpc_,0.0,0.0,0.0,0.0,0.0,3.0
rpc,0.0,0.0,0.0,0.0,0.0,3.0
rpd_,0.0,0.0,0.0,0.0,0.0,3.0
rpd,0.0,0.0,0.0,0.0,0.0,3.0
rpe_,0.0,0.0,0.0,0.0,0.0,3.0
rpe,0.5894736842105263,0.0421052631578947,0.1263157894736842,0.0,0.0421052631578947,0.2
rpf_,0.0,0.0,0.0,0.0,0.0,3.0
rpf,0.0,0.0,0.0,0.0,0.0,3.0
rpg_,0.0,0.0,0.0,0.0,0.0,3.0
rpg,0.0,0.0,0.0,0.0,0.0,3.0
rph_,0.0,0.0,0.0,0.0,0.0,3.0
rph,0.0,0.0,0.0,0.0,0.0,3.0
rpi_,0.0,0.0,0.0,0.1999999999999999,0.0,0.8
rpi,0.3272727272727272,0.0,0.0,0.0545454545454545,0.2181818181818181,0.3999999999999999
rpj_,0.0,0.0,0.0,0.0,0.0,3.0
rpj,0.0,0.0,0.0,0.0,0.0,3.0
rpk_,0.0,0.0,0.0,0.0,0.0,3.0
rpk,0.0,0.0,0.0,0.0,0.0,3.0
rpl_,0.0,0.0,0.0,0.0,0.0,3.0
rpl,0.0,0.0,0.0,0.0,0.0,3.0
rpm_,0.0,0.0,0.0,0.0,0.0,3.0
rpm,0.0,0.0,0.0,0.0,0.0,3.0
rpn_,0.0,0.0,0.0,0.0,0.0,3.0
rpn,0.0,0.0,0.0,0.0,0.0,3.0
rpo_,0.0,0.0,0.0,0.0,0.0,3.0
rpo,0.2142857142857142,0.0,0.0,0.2857142857142857,0.0,0.5
rpp_,0.0,0.0,0.0,0.0,0.0,3.0
rpp,0.0,0.0,0.1999999999999999,0.0,0.0,0.8
rpq_,0.0,0.0,0.0,0.0,0.0,3.0
rpq,0.0,0.0,0.0,0.0,0.0,3.0
rpr_,0.0,0.0,0.0,0.0,0.0,3.0
rpr,0.0,0.0,0.0,0.7,0.0,0.3
rps_,0.0,0.0,0.0,0.0,0.0,3.0
rps,0.0,0.0,0.0,0.0,0.0,3.0
rpt_,0.0,0.0,0.0,0.0,0.0,3.0
rpt,0.0,0.0,0.0,0.0,0.0,3.0
rpu_,0.0,0.0,0.0,0.0,0.0,3.0
rpu,0.36,0.0,0.12,0.12,0.0,0.3999999999999999
rpv_,0.0,0.0,0.0,0.0,0.0,3.0
rpv,0.0,0.0,0.0,0.0,0.0,3.0
rpw_,0.0,0.0,0.0,0.0,0.0,3.0
rpw,0.0,0.0,0.0,0.0,0.0,3.0
rpx_,0.0,0.0,0.0,0.0,0.0,3.0
rpx,0.0,0.0,0.0,0.0,0.0,3.0
rpy_,0.0,0.0,0.0,0.0,0.0,3.0
rpy,0.0,0.0,0.0,0.0,0.0,3.0
rpz_,0.0,0.0,0.0,0.0,0.0,3.0
rpz,0.0,0.0,0.0,0.0,0.0,3.0
rpŋ_,0.0,0.0,0.0,0.0,0.0,3.0
rpŋ,0.0,0.0,0.0,0.0,0.0,3.0
rqa_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
rqa,0.0,0.0,0.0,0.0,0.7,0.3
rqb_,0.0,0.0,0.0,0.0,0.0,3.0
rqb,0.0,0.0,0.0,0.0,0.0,3.0
rqc_,0.0,0.0,0.0,0.0,0.0,3.0
rqc,0.0,0.0,0.0,0.0,0.0,3.0
rqd_,0.0,0.0,0.0,0.0,0.0,3.0
rqd,0.0,0.0,0.0,0.0,0.0,3.0
rqe_,0.0,0.0,0.0,0.0,0.0,3.0
rqe,0.0,0.0,0.0,0.0,0.0,3.0
rqf_,0.0,0.0,0.0,0.0,0.0,3.0
rqf,0.0,0.0,0.0,0.0,0.0,3.0
rqg_,0.0,0.0,0.0,0.0,0.0,3.0
rqg,0.0,0.0,0.0,0.0,0.0,3.0
rqh_,0.0,0.0,0.0,0.0,0.0,3.0
rqh,0.0,0.0,0.0,0.0,0.0,3.0
rqi_,0.0,0.0,0.0,0.0,0.1999999999999999,0.8
rqi,0.0,0.0,0.0,0.0,0.5,0.5
rqj_,0.0,0.0,0.0,0.0,0.0,3.0
rqj,0.0,0.0,0.0,0.0,0.0,3.0
rqk_,0.0,0.0,0.0,0.0,0.0,3.0
rqk,0.0,0.0,0.0,0.0,0.0,3.0
rql_,0.0,0.0,0.0,0.0,0.0,3.0
rql,0.0,0.0,0.0,0.0,0.0,3.0
rqm_,0.0,0.0,0.0,0.0,0.0,3.0
rqm,0.0,0.0,0.0,0.0,0.0,3.0
rqn_,0.0,0.0,0.0,0.0,0.0,3.0
rqn,0.0,0.0,0.0,0.0,0.0,3.0
rqo_,0.0,0.0,0.0,0.0,0.0,3.0
rqo,0.0,0.0,0.0,0.0,0.0,3.0
rqp_,0.0,0.0,0.0,0.0,0.0,3.0
rqp,0.0,0.0,0.0,0.0,0.0,3.0
rqq_,0.0,0.0,0.0,0.0,0.0,3.0
rqq,0.0,0.0,0.0,0.0,0.0,3.0
rqr_,0.0,0.0,0.0,0.0,0.0,3.0
rqr,0.0,0.0,0.0,0.0,0.0,3.0
rqs_,0.0,0.0,0.0,0.0,0.0,3.0
rqs,0.0,0.0,0.0,0.0,0.0,3.0
rqt_,0.0,0.0,0.0,0.0,0.0,3.0
